time,power
1584174524000000000,135
1584174526000000000,135
1584174528000000000,134
1584174530000000000,136
1584174532000000000,134
1584174534000000000,133
1584174536000000000,131
1584174538000000000,133
1584174540000000000,135
1584174542000000000,134
1584174544000000000,134
1584174546000000000,133
1584174548000000000,133
1584174550000000000,136
1584174552000000000,134
1584174554000000000,137
1584174556000000000,132
1584174558000000000,135
1584174560000000000,136
1584174562000000000,133
1584174564000000000,133
1584174566000000000,130
1584174568000000000,135
1584174570000000000,133
1584174572000000000,137
1584174574000000000,135
1584174576000000000,136
1584174578000000000,135
1584174580000000000,134
1584174582000000000,135
1584174584000000000,134
1584174586000000000,133
1584174588000000000,135
1584174590000000000,136
1584174592000000000,136
1584174594000000000,136
1584174596000000000,133
1584174598000000000,136
1584174600000000000,134
1584174602000000000,133
1584174604000000000,135
1584174606000000000,136
1584174608000000000,135
1584174610000000000,135
1584174612000000000,135
1584174614000000000,133
1584174616000000000,136
1584174618000000000,134
1584174620000000000,135
1584174622000000000,135
1584174624000000000,133
1584174626000000000,134
1584174628000000000,135
1584174630000000000,133
1584174632000000000,135
1584174634000000000,136
1584174636000000000,133
1584174638000000000,135
1584174640000000000,134
1584174642000000000,132
1584174644000000000,136
1584174646000000000,134
1584174648000000000,134
1584174650000000000,133
1584174652000000000,135
1584174654000000000,134
1584174656000000000,131
1584174658000000000,134
1584174660000000000,134
1584174662000000000,136
1584174664000000000,135
1584174666000000000,135
1584174668000000000,134
1584174670000000000,137
1584174672000000000,136
1584174674000000000,134
1584174676000000000,136
1584174678000000000,134
1584174680000000000,134
1584174682000000000,135
1584174684000000000,343
1584174686000000000,341
1584174688000000000,342
1584174690000000000,347
1584174692000000000,344
1584174694000000000,343
1584174696000000000,347
1584174698000000000,345
1584174700000000000,344
1584174702000000000,344
1584174704000000000,347
1584174706000000000,346
1584174708000000000,345
1584174710000000000,343
1584174712000000000,345
1584174714000000000,346
1584174716000000000,343
1584174718000000000,346
1584174720000000000,344
1584174722000000000,344
1584174724000000000,343
1584174726000000000,346
1584174728000000000,347
1584174730000000000,345
1584174732000000000,342
1584174734000000000,344
1584174736000000000,345
1584174738000000000,341
1584174740000000000,343
1584174742000000000,343
1584174744000000000,342
1584174746000000000,341
1584174748000000000,344
1584174750000000000,344
1584174752000000000,345
1584174754000000000,345
1584174756000000000,344
1584174758000000000,344
1584174760000000000,345
1584174762000000000,345
1584174764000000000,344
1584174766000000000,345
1584174768000000000,343
1584174770000000000,345
1584174772000000000,345
1584174774000000000,344
1584174776000000000,343
1584174778000000000,343
1584174780000000000,347
1584174782000000000,345
1584174784000000000,346
1584174786000000000,345
1584174788000000000,343
1584174790000000000,343
1584174792000000000,347
1584174794000000000,345
1584174796000000000,344
1584174798000000000,343
1584174800000000000,343
1584174802000000000,342
1584174804000000000,344
1584174806000000000,344
1584174808000000000,345
1584174810000000000,344
1584174812000000000,343
1584174814000000000,343
1584174816000000000,341
1584174818000000000,343
1584174820000000000,344
1584174822000000000,345
1584174824000000000,342
1584174826000000000,343
1584174828000000000,348
1584174830000000000,343
1584174832000000000,348
1584174834000000000,343
1584174836000000000,347
1584174838000000000,344
1584174840000000000,345
1584174842000000000,347
1584174844000000000,341
1584174846000000000,344
1584174848000000000,345
1584174850000000000,344
1584174852000000000,345
1584174854000000000,341
1584174856000000000,345
1584174858000000000,344
1584174860000000000,346
1584174862000000000,345
1584174864000000000,344
1584174866000000000,341
1584174868000000000,344
1584174870000000000,344
1584174872000000000,136
1584174874000000000,134
1584174876000000000,136
1584174878000000000,135
1584174880000000000,138
1584174882000000000,134
1584174884000000000,135
1584174886000000000,135
1584174888000000000,137
1584174890000000000,133
1584174892000000000,134
1584174894000000000,133
1584174896000000000,133
1584174898000000000,136
1584174900000000000,136
1584174902000000000,132
1584174904000000000,133
1584174906000000000,134
1584174908000000000,134
1584174910000000000,132
1584174912000000000,134
1584174914000000000,134
1584174916000000000,133
1584174918000000000,137
1584174920000000000,135
1584174922000000000,137
1584174924000000000,136
1584174926000000000,136
1584174928000000000,135
1584174930000000000,136
1584174932000000000,136
1584174934000000000,136
1584174936000000000,136
1584174938000000000,135
1584174940000000000,135
1584174942000000000,136
1584174944000000000,136
1584174946000000000,134
1584174948000000000,135
1584174950000000000,133
1584174952000000000,134
1584174954000000000,136
1584174956000000000,133
1584174958000000000,135
1584174960000000000,137
1584174962000000000,132
1584174964000000000,133
1584174966000000000,132
1584174968000000000,131
1584174970000000000,135
1584174972000000000,133
1584174974000000000,134
1584174976000000000,135
1584174978000000000,133
1584174980000000000,137
1584174982000000000,137
1584174984000000000,135
1584174986000000000,136
1584174988000000000,134
1584174990000000000,134
1584174992000000000,134
1584174994000000000,135
1584174996000000000,136
1584174998000000000,132
1584175000000000000,135
1584175002000000000,134
1584175004000000000,136
1584175006000000000,134
1584175008000000000,137
1584175010000000000,134
1584175012000000000,133
1584175014000000000,131
1584175016000000000,134
1584175018000000000,138
1584175020000000000,137
1584175022000000000,136
1584175024000000000,135
1584175026000000000,135
1584175028000000000,131
1584175030000000000,133
1584175032000000000,134
1584175034000000000,136
1584175036000000000,132
1584175038000000000,134
1584175040000000000,134
1584175042000000000,134
1584175044000000000,135
1584175046000000000,134
1584175048000000000,136
1584175050000000000,135
1584175052000000000,134
1584175054000000000,135
1584175056000000000,134
1584175058000000000,132
1584175060000000000,190
1584175062000000000,192
1584175064000000000,192
1584175066000000000,196
1584175068000000000,196
1584175070000000000,196
1584175072000000000,192
1584175074000000000,192
1584175076000000000,194
1584175078000000000,191
1584175080000000000,191
1584175082000000000,191
1584175084000000000,196
1584175086000000000,196
1584175088000000000,193
1584175090000000000,196
1584175092000000000,193
1584175094000000000,194
1584175096000000000,193
1584175098000000000,191
1584175100000000000,196
1584175102000000000,195
1584175104000000000,197
1584175106000000000,192
1584175108000000000,193
1584175110000000000,195
1584175112000000000,192
1584175114000000000,194
1584175116000000000,194
1584175118000000000,194
1584175120000000000,194
1584175122000000000,197
1584175124000000000,191
1584175126000000000,197
1584175128000000000,192
1584175130000000000,191
1584175132000000000,190
1584175134000000000,197
1584175136000000000,197
1584175138000000000,195
1584175140000000000,193
1584175142000000000,196
1584175144000000000,195
1584175146000000000,195
1584175148000000000,196
1584175150000000000,195
1584175152000000000,195
1584175154000000000,195
1584175156000000000,190
1584175158000000000,195
1584175160000000000,191
1584175162000000000,191
1584175164000000000,193
1584175166000000000,193
1584175168000000000,194
1584175170000000000,193
1584175172000000000,194
1584175174000000000,197
1584175176000000000,193
1584175178000000000,192
1584175180000000000,195
1584175182000000000,195
1584175184000000000,193
1584175186000000000,193
1584175188000000000,190
1584175190000000000,195
1584175192000000000,193
1584175194000000000,194
1584175196000000000,195
1584175198000000000,194
1584175200000000000,194
1584175202000000000,192
1584175204000000000,193
1584175206000000000,190
1584175208000000000,196
1584175210000000000,192
1584175212000000000,195
1584175214000000000,192
1584175216000000000,196
1584175218000000000,197
1584175220000000000,195
1584175222000000000,190
1584175224000000000,195
1584175226000000000,192
1584175228000000000,191
1584175230000000000,194
1584175232000000000,192
1584175234000000000,192
1584175236000000000,190
1584175238000000000,192
1584175240000000000,196
1584175242000000000,196
1584175244000000000,168
1584175246000000000,169
1584175248000000000,166
1584175250000000000,166
1584175252000000000,168
1584175254000000000,167
1584175256000000000,167
1584175258000000000,169
1584175260000000000,169
1584175262000000000,168
1584175264000000000,167
1584175266000000000,169
1584175268000000000,170
1584175270000000000,166
1584175272000000000,167
1584175274000000000,168
1584175276000000000,169
1584175278000000000,169
1584175280000000000,168
1584175282000000000,169
1584175284000000000,168
1584175286000000000,168
1584175288000000000,169
1584175290000000000,168
1584175292000000000,167
1584175294000000000,168
1584175296000000000,168
1584175298000000000,167
1584175300000000000,169
1584175302000000000,168
1584175304000000000,169
1584175306000000000,167
1584175308000000000,166
1584175310000000000,168
1584175312000000000,168
1584175314000000000,167
1584175316000000000,170
1584175318000000000,169
1584175320000000000,168
1584175322000000000,166
1584175324000000000,168
1584175326000000000,169
1584175328000000000,168
1584175330000000000,169
1584175332000000000,169
1584175334000000000,169
1584175336000000000,168
1584175338000000000,169
1584175340000000000,167
1584175342000000000,167
1584175344000000000,170
1584175346000000000,168
1584175348000000000,168
1584175350000000000,167
1584175352000000000,168
1584175354000000000,169
1584175356000000000,169
1584175358000000000,169
1584175360000000000,169
1584175362000000000,169
1584175364000000000,168
1584175366000000000,170
1584175368000000000,169
1584175370000000000,169
1584175372000000000,168
1584175374000000000,168
1584175376000000000,169
1584175378000000000,168
1584175380000000000,169
1584175382000000000,170
1584175384000000000,170
1584175386000000000,168
1584175388000000000,169
1584175390000000000,168
1584175392000000000,169
1584175394000000000,169
1584175396000000000,168
1584175398000000000,168
1584175400000000000,170
1584175402000000000,171
1584175404000000000,168
1584175406000000000,170
1584175408000000000,169
1584175410000000000,170
1584175412000000000,170
1584175414000000000,167
1584175416000000000,170
1584175418000000000,169
1584175420000000000,168
1584175422000000000,168
1584175424000000000,169
1584175426000000000,169
